[s],CH1[V]
-9.3840E-02,2.526E-02
-9.3820E-02,2.486E-02
-9.3800E-02,2.486E-02
-9.3780E-02,2.526E-02
-9.3760E-02,2.446E-02
-9.3740E-02,2.486E-02
-9.3720E-02,2.446E-02
-9.3700E-02,2.446E-02
-9.3680E-02,2.446E-02
-9.3660E-02,2.446E-02
-9.3640E-02,2.446E-02
-9.3620E-02,2.446E-02
-9.3600E-02,2.446E-02
-9.3580E-02,2.406E-02
-9.3560E-02,2.446E-02
-9.3540E-02,2.406E-02
-9.3520E-02,2.406E-02
-9.3500E-02,2.366E-02
-9.3480E-02,2.406E-02
-9.3460E-02,2.406E-02
-9.3440E-02,2.406E-02
-9.3420E-02,2.406E-02
-9.3400E-02,2.366E-02
-9.3380E-02,2.406E-02
-9.3360E-02,2.406E-02
-9.3340E-02,2.406E-02
-9.3320E-02,2.406E-02
-9.3300E-02,2.366E-02
-9.3280E-02,2.406E-02
-9.3260E-02,2.366E-02
-9.3240E-02,2.406E-02
-9.3220E-02,2.406E-02
-9.3200E-02,2.406E-02
-9.3180E-02,2.366E-02
-9.3160E-02,2.366E-02
-9.3140E-02,2.406E-02
-9.3120E-02,2.366E-02
-9.3100E-02,2.366E-02
-9.3080E-02,2.366E-02
-9.3060E-02,2.366E-02
-9.3040E-02,2.366E-02
-9.3020E-02,2.366E-02
-9.3000E-02,2.366E-02
-9.2980E-02,2.406E-02
-9.2960E-02,2.366E-02
-9.2940E-02,2.366E-02
-9.2920E-02,2.366E-02
-9.2900E-02,2.366E-02
-9.2880E-02,2.366E-02
-9.2860E-02,2.366E-02
-9.2840E-02,2.366E-02
-9.2820E-02,2.366E-02
-9.2800E-02,2.366E-02
-9.2780E-02,2.366E-02
-9.2760E-02,2.406E-02
-9.2740E-02,2.366E-02
-9.2720E-02,2.366E-02
-9.2700E-02,2.366E-02
-9.2680E-02,2.366E-02
-9.2660E-02,2.366E-02
-9.2640E-02,2.366E-02
-9.2620E-02,2.366E-02
-9.2600E-02,2.366E-02
-9.2580E-02,2.366E-02
-9.2560E-02,2.366E-02
-9.2540E-02,2.366E-02
-9.2520E-02,2.366E-02
-9.2500E-02,2.366E-02
-9.2480E-02,2.366E-02
-9.2460E-02,2.366E-02
-9.2440E-02,2.366E-02
-9.2420E-02,2.366E-02
-9.2400E-02,2.366E-02
-9.2380E-02,2.406E-02
-9.2360E-02,2.366E-02
-9.2340E-02,2.366E-02
-9.2320E-02,2.366E-02
-9.2300E-02,2.366E-02
-9.2280E-02,2.406E-02
-9.2260E-02,2.366E-02
-9.2240E-02,2.366E-02
-9.2220E-02,2.366E-02
-9.2200E-02,2.366E-02
-9.2180E-02,2.366E-02
-9.2160E-02,2.366E-02
-9.2140E-02,2.366E-02
-9.2120E-02,2.366E-02
-9.2100E-02,2.366E-02
-9.2080E-02,2.366E-02
-9.2060E-02,2.366E-02
-9.2040E-02,2.366E-02
-9.2020E-02,2.366E-02
-9.2000E-02,2.366E-02
-9.1980E-02,2.406E-02
-9.1960E-02,2.406E-02
-9.1940E-02,2.366E-02
-9.1920E-02,2.366E-02
-9.1900E-02,2.366E-02
-9.1880E-02,2.366E-02
-9.1860E-02,2.366E-02
-9.1840E-02,2.406E-02
-9.1820E-02,2.366E-02
-9.1800E-02,2.366E-02
-9.1780E-02,2.366E-02
-9.1760E-02,2.366E-02
-9.1740E-02,2.406E-02
-9.1720E-02,2.366E-02
-9.1700E-02,2.366E-02
-9.1680E-02,2.366E-02
-9.1660E-02,2.366E-02
-9.1640E-02,2.366E-02
-9.1620E-02,2.326E-02
-9.1600E-02,2.366E-02
-9.1580E-02,2.366E-02
-9.1560E-02,2.366E-02
-9.1540E-02,2.366E-02
-9.1520E-02,2.366E-02
-9.1500E-02,2.366E-02
-9.1480E-02,2.366E-02
-9.1460E-02,2.366E-02
-9.1440E-02,2.366E-02
-9.1420E-02,2.366E-02
-9.1400E-02,2.366E-02
-9.1380E-02,2.366E-02
-9.1360E-02,2.366E-02
-9.1340E-02,2.366E-02
-9.1320E-02,2.366E-02
-9.1300E-02,2.366E-02
-9.1280E-02,2.406E-02
-9.1260E-02,2.366E-02
-9.1240E-02,2.366E-02
-9.1220E-02,2.406E-02
-9.1200E-02,2.366E-02
-9.1180E-02,2.366E-02
-9.1160E-02,2.406E-02
-9.1140E-02,2.326E-02
-9.1120E-02,2.366E-02
-9.1100E-02,2.366E-02
-9.1080E-02,2.366E-02
-9.1060E-02,2.366E-02
-9.1040E-02,2.406E-02
-9.1020E-02,2.326E-02
-9.1000E-02,2.366E-02
-9.0980E-02,2.366E-02
-9.0960E-02,2.366E-02
-9.0940E-02,2.366E-02
-9.0920E-02,2.406E-02
-9.0900E-02,2.366E-02
-9.0880E-02,2.326E-02
-9.0860E-02,2.366E-02
-9.0840E-02,2.366E-02
-9.0820E-02,2.366E-02
-9.0800E-02,2.366E-02
-9.0780E-02,2.366E-02
-9.0760E-02,2.326E-02
-9.0740E-02,2.366E-02
-9.0720E-02,2.366E-02
-9.0700E-02,2.366E-02
-9.0680E-02,2.366E-02
-9.0660E-02,2.366E-02
-9.0640E-02,2.366E-02
-9.0620E-02,2.366E-02
-9.0600E-02,2.366E-02
-9.0580E-02,2.406E-02
-9.0560E-02,2.366E-02
-9.0540E-02,2.366E-02
-9.0520E-02,2.366E-02
-9.0500E-02,2.366E-02
-9.0480E-02,2.366E-02
-9.0460E-02,2.366E-02
-9.0440E-02,2.406E-02
-9.0420E-02,2.366E-02
-9.0400E-02,2.366E-02
-9.0380E-02,2.366E-02
-9.0360E-02,2.366E-02
-9.0340E-02,2.366E-02
-9.0320E-02,2.366E-02
-9.0300E-02,2.366E-02
-9.0280E-02,2.366E-02
-9.0260E-02,2.366E-02
-9.0240E-02,2.366E-02
-9.0220E-02,2.366E-02
-9.0200E-02,2.366E-02
-9.0180E-02,2.406E-02
-9.0160E-02,2.366E-02
-9.0140E-02,2.366E-02
-9.0120E-02,2.366E-02
-9.0100E-02,2.366E-02
-9.0080E-02,2.366E-02
-9.0060E-02,2.366E-02
-9.0040E-02,2.366E-02
-9.0020E-02,2.366E-02
-9.0000E-02,2.366E-02
-8.9980E-02,2.366E-02
-8.9960E-02,2.406E-02
-8.9940E-02,2.366E-02
-8.9920E-02,2.406E-02
-8.9900E-02,2.366E-02
-8.9880E-02,2.366E-02
-8.9860E-02,2.366E-02
-8.9840E-02,2.366E-02
-8.9820E-02,2.366E-02
-8.9800E-02,2.366E-02
-8.9780E-02,2.366E-02
-8.9760E-02,2.366E-02
-8.9740E-02,2.366E-02
-8.9720E-02,2.366E-02
-8.9700E-02,2.406E-02
-8.9680E-02,2.366E-02
-8.9660E-02,2.366E-02
-8.9640E-02,2.366E-02
-8.9620E-02,2.366E-02
-8.9600E-02,2.366E-02
-8.9580E-02,2.366E-02
-8.9560E-02,2.406E-02
-8.9540E-02,2.366E-02
-8.9520E-02,2.366E-02
-8.9500E-02,2.366E-02
-8.9480E-02,2.366E-02
-8.9460E-02,2.366E-02
-8.9440E-02,2.366E-02
-8.9420E-02,2.366E-02
-8.9400E-02,2.366E-02
-8.9380E-02,2.366E-02
-8.9360E-02,2.366E-02
-8.9340E-02,2.366E-02
-8.9320E-02,2.366E-02
-8.9300E-02,2.366E-02
-8.9280E-02,2.366E-02
-8.9260E-02,2.406E-02
-8.9240E-02,2.406E-02
-8.9220E-02,2.366E-02
-8.9200E-02,2.366E-02
-8.9180E-02,2.366E-02
-8.9160E-02,2.406E-02
-8.9140E-02,2.366E-02
-8.9120E-02,2.366E-02
-8.9100E-02,2.366E-02
-8.9080E-02,2.406E-02
-8.9060E-02,2.366E-02
-8.9040E-02,2.366E-02
-8.9020E-02,2.366E-02
-8.9000E-02,2.326E-02
-8.8980E-02,2.366E-02
-8.8960E-02,2.366E-02
-8.8940E-02,2.366E-02
-8.8920E-02,2.366E-02
-8.8900E-02,2.366E-02
-8.8880E-02,2.366E-02
-8.8860E-02,2.366E-02
-8.8840E-02,2.366E-02
-8.8820E-02,2.366E-02
-8.8800E-02,2.366E-02
-8.8780E-02,2.366E-02
-8.8760E-02,2.366E-02
-8.8740E-02,2.366E-02
-8.8720E-02,2.366E-02
-8.8700E-02,2.326E-02
-8.8680E-02,2.366E-02
-8.8660E-02,2.366E-02
-8.8640E-02,2.366E-02
-8.8620E-02,2.366E-02
-8.8600E-02,2.366E-02
-8.8580E-02,2.366E-02
-8.8560E-02,2.366E-02
-8.8540E-02,2.366E-02
-8.8520E-02,2.366E-02
-8.8500E-02,2.366E-02
-8.8480E-02,2.366E-02
-8.8460E-02,2.366E-02
-8.8440E-02,2.366E-02
-8.8420E-02,2.366E-02
-8.8400E-02,2.406E-02
-8.8380E-02,2.406E-02
-8.8360E-02,2.406E-02
-8.8340E-02,2.366E-02
-8.8320E-02,2.366E-02
-8.8300E-02,2.366E-02
-8.8280E-02,2.366E-02
-8.8260E-02,2.366E-02
-8.8240E-02,2.366E-02
-8.8220E-02,2.366E-02
-8.8200E-02,2.366E-02
-8.8180E-02,2.366E-02
-8.8160E-02,2.366E-02
-8.8140E-02,2.366E-02
-8.8120E-02,2.366E-02
-8.8100E-02,2.366E-02
-8.8080E-02,2.366E-02
-8.8060E-02,2.366E-02
-8.8040E-02,2.366E-02
-8.8020E-02,2.366E-02
-8.8000E-02,2.366E-02
-8.7980E-02,2.366E-02
-8.7960E-02,2.366E-02
-8.7940E-02,2.366E-02
-8.7920E-02,2.366E-02
-8.7900E-02,2.366E-02
-8.7880E-02,2.366E-02
-8.7860E-02,2.366E-02
-8.7840E-02,2.366E-02
-8.7820E-02,2.326E-02
-8.7800E-02,2.366E-02
-8.7780E-02,2.366E-02
-8.7760E-02,2.366E-02
-8.7740E-02,2.366E-02
-8.7720E-02,2.366E-02
-8.7700E-02,2.366E-02
-8.7680E-02,2.366E-02
-8.7660E-02,2.366E-02
-8.7640E-02,2.406E-02
-8.7620E-02,2.366E-02
-8.7600E-02,2.406E-02
-8.7580E-02,2.366E-02
-8.7560E-02,2.406E-02
-8.7540E-02,2.406E-02
-8.7520E-02,2.366E-02
-8.7500E-02,2.366E-02
-8.7480E-02,2.366E-02
-8.7460E-02,2.406E-02
-8.7440E-02,2.366E-02
-8.7420E-02,2.366E-02
-8.7400E-02,2.366E-02
-8.7380E-02,2.366E-02
-8.7360E-02,2.366E-02
-8.7340E-02,2.366E-02
-8.7320E-02,2.366E-02
-8.7300E-02,2.366E-02
-8.7280E-02,2.366E-02
-8.7260E-02,2.366E-02
-8.7240E-02,2.366E-02
-8.7220E-02,2.366E-02
-8.7200E-02,2.366E-02
-8.7180E-02,2.366E-02
-8.7160E-02,2.406E-02
-8.7140E-02,2.366E-02
-8.7120E-02,2.366E-02
-8.7100E-02,2.366E-02
-8.7080E-02,2.366E-02
-8.7060E-02,2.366E-02
-8.7040E-02,2.366E-02
-8.7020E-02,2.406E-02
-8.7000E-02,2.326E-02
-8.6980E-02,2.366E-02
-8.6960E-02,2.366E-02
-8.6940E-02,2.366E-02
-8.6920E-02,2.366E-02
-8.6900E-02,2.366E-02
-8.6880E-02,2.366E-02
-8.6860E-02,2.366E-02
-8.6840E-02,2.366E-02
-8.6820E-02,2.366E-02
-8.6800E-02,2.366E-02
-8.6780E-02,2.366E-02
-8.6760E-02,2.366E-02
-8.6740E-02,2.366E-02
-8.6720E-02,2.366E-02
-8.6700E-02,2.366E-02
-8.6680E-02,2.406E-02
-8.6660E-02,2.366E-02
-8.6640E-02,2.366E-02
-8.6620E-02,2.366E-02
-8.6600E-02,2.406E-02
-8.6580E-02,2.406E-02
-8.6560E-02,2.366E-02
-8.6540E-02,2.366E-02
-8.6520E-02,2.366E-02
-8.6500E-02,2.366E-02
-8.6480E-02,2.366E-02
-8.6460E-02,2.366E-02
-8.6440E-02,2.366E-02
-8.6420E-02,2.366E-02
-8.6400E-02,2.406E-02
-8.6380E-02,2.366E-02
-8.6360E-02,2.366E-02
-8.6340E-02,2.366E-02
-8.6320E-02,2.366E-02
-8.6300E-02,2.366E-02
-8.6280E-02,2.406E-02
-8.6260E-02,2.366E-02
-8.6240E-02,2.366E-02
-8.6220E-02,2.406E-02
-8.6200E-02,2.366E-02
-8.6180E-02,2.366E-02
-8.6160E-02,2.406E-02
-8.6140E-02,2.366E-02
-8.6120E-02,2.366E-02
-8.6100E-02,2.366E-02
-8.6080E-02,2.366E-02
-8.6060E-02,2.366E-02
-8.6040E-02,2.366E-02
-8.6020E-02,2.366E-02
-8.6000E-02,2.406E-02
-8.5980E-02,2.366E-02
-8.5960E-02,2.326E-02
-8.5940E-02,2.366E-02
-8.5920E-02,2.366E-02
-8.5900E-02,2.366E-02
-8.5880E-02,2.366E-02
-8.5860E-02,2.366E-02
-8.5840E-02,2.366E-02
-8.5820E-02,2.366E-02
-8.5800E-02,2.366E-02
-8.5780E-02,2.366E-02
-8.5760E-02,2.366E-02
-8.5740E-02,2.366E-02
-8.5720E-02,2.366E-02
-8.5700E-02,2.366E-02
-8.5680E-02,2.366E-02
-8.5660E-02,2.366E-02
-8.5640E-02,2.366E-02
-8.5620E-02,2.366E-02
-8.5600E-02,2.366E-02
-8.5580E-02,2.406E-02
-8.5560E-02,2.366E-02
-8.5540E-02,2.326E-02
-8.5520E-02,2.366E-02
-8.5500E-02,2.406E-02
-8.5480E-02,2.366E-02
-8.5460E-02,2.406E-02
-8.5440E-02,2.366E-02
-8.5420E-02,2.366E-02
-8.5400E-02,2.366E-02
-8.5380E-02,2.406E-02
-8.5360E-02,2.366E-02
-8.5340E-02,2.366E-02
-8.5320E-02,2.366E-02
-8.5300E-02,2.366E-02
-8.5280E-02,2.366E-02
-8.5260E-02,2.366E-02
-8.5240E-02,2.366E-02
-8.5220E-02,2.366E-02
-8.5200E-02,2.366E-02
-8.5180E-02,2.366E-02
-8.5160E-02,2.366E-02
-8.5140E-02,2.366E-02
-8.5120E-02,2.366E-02
-8.5100E-02,2.366E-02
-8.5080E-02,2.366E-02
-8.5060E-02,2.366E-02
-8.5040E-02,2.366E-02
-8.5020E-02,2.366E-02
-8.5000E-02,2.366E-02
-8.4980E-02,2.366E-02
-8.4960E-02,2.366E-02
-8.4940E-02,2.366E-02
-8.4920E-02,2.366E-02
-8.4900E-02,2.406E-02
-8.4880E-02,2.366E-02
-8.4860E-02,2.366E-02
-8.4840E-02,2.366E-02
-8.4820E-02,2.366E-02
-8.4800E-02,2.366E-02
-8.4780E-02,2.366E-02
-8.4760E-02,2.366E-02
-8.4740E-02,2.366E-02
-8.4720E-02,2.366E-02
-8.4700E-02,2.366E-02
-8.4680E-02,2.366E-02
-8.4660E-02,2.406E-02
-8.4640E-02,2.366E-02
-8.4620E-02,2.366E-02
-8.4600E-02,2.406E-02
-8.4580E-02,2.366E-02
-8.4560E-02,2.366E-02
-8.4540E-02,2.366E-02
-8.4520E-02,2.366E-02
-8.4500E-02,2.366E-02
-8.4480E-02,2.366E-02
-8.4460E-02,2.366E-02
-8.4440E-02,2.366E-02
-8.4420E-02,2.366E-02
-8.4400E-02,2.366E-02
-8.4380E-02,2.366E-02
-8.4360E-02,2.366E-02
-8.4340E-02,2.366E-02
-8.4320E-02,2.366E-02
-8.4300E-02,2.406E-02
-8.4280E-02,2.366E-02
-8.4260E-02,2.366E-02
-8.4240E-02,2.366E-02
-8.4220E-02,2.366E-02
-8.4200E-02,2.366E-02
-8.4180E-02,2.366E-02
-8.4160E-02,2.366E-02
-8.4140E-02,2.366E-02
-8.4120E-02,2.366E-02
-8.4100E-02,2.366E-02
-8.4080E-02,2.366E-02
-8.4060E-02,2.366E-02
-8.4040E-02,2.406E-02
-8.4020E-02,2.366E-02
-8.4000E-02,2.406E-02
-8.3980E-02,2.366E-02
-8.3960E-02,2.366E-02
-8.3940E-02,2.366E-02
-8.3920E-02,2.406E-02
-8.3900E-02,2.366E-02
-8.3880E-02,2.366E-02
-8.3860E-02,2.366E-02
-8.3840E-02,2.366E-02
-8.3820E-02,2.366E-02
-8.3800E-02,2.366E-02
-8.3780E-02,2.406E-02
-8.3760E-02,2.366E-02
-8.3740E-02,2.366E-02
-8.3720E-02,2.366E-02
-8.3700E-02,2.366E-02
-8.3680E-02,2.366E-02
-8.3660E-02,2.406E-02
-8.3640E-02,2.366E-02
-8.3620E-02,2.406E-02
-8.3600E-02,2.366E-02
-8.3580E-02,2.366E-02
-8.3560E-02,2.366E-02
-8.3540E-02,2.366E-02
-8.3520E-02,2.366E-02
-8.3500E-02,2.366E-02
-8.3480E-02,2.366E-02
-8.3460E-02,2.366E-02
-8.3440E-02,2.406E-02
-8.3420E-02,2.366E-02
-8.3400E-02,2.366E-02
-8.3380E-02,2.366E-02
-8.3360E-02,2.366E-02
-8.3340E-02,2.406E-02
-8.3320E-02,2.406E-02
-8.3300E-02,2.366E-02
-8.3280E-02,2.366E-02
-8.3260E-02,2.406E-02
-8.3240E-02,2.366E-02
-8.3220E-02,2.366E-02
-8.3200E-02,2.366E-02
-8.3180E-02,2.366E-02
-8.3160E-02,2.366E-02
-8.3140E-02,2.366E-02
-8.3120E-02,2.366E-02
-8.3100E-02,2.366E-02
-8.3080E-02,2.366E-02
-8.3060E-02,2.366E-02
-8.3040E-02,2.366E-02
-8.3020E-02,2.366E-02
-8.3000E-02,2.366E-02
-8.2980E-02,2.366E-02
-8.2960E-02,2.366E-02
-8.2940E-02,2.366E-02
-8.2920E-02,2.366E-02
-8.2900E-02,2.366E-02
-8.2880E-02,2.366E-02
-8.2860E-02,2.366E-02
-8.2840E-02,2.366E-02
-8.2820E-02,2.366E-02
-8.2800E-02,2.366E-02
-8.2780E-02,2.366E-02
-8.2760E-02,2.366E-02
-8.2740E-02,2.406E-02
-8.2720E-02,2.366E-02
-8.2700E-02,2.366E-02
-8.2680E-02,2.366E-02
-8.2660E-02,2.326E-02
-8.2640E-02,2.366E-02
-8.2620E-02,2.366E-02
-8.2600E-02,2.366E-02
-8.2580E-02,2.366E-02
-8.2560E-02,2.366E-02
-8.2540E-02,2.366E-02
-8.2520E-02,2.366E-02
-8.2500E-02,2.366E-02
-8.2480E-02,2.406E-02
-8.2460E-02,2.406E-02
-8.2440E-02,2.366E-02
-8.2420E-02,2.366E-02
-8.2400E-02,2.366E-02
-8.2380E-02,2.366E-02
-8.2360E-02,2.366E-02
-8.2340E-02,2.406E-02
-8.2320E-02,2.366E-02
-8.2300E-02,2.366E-02
-8.2280E-02,2.366E-02
-8.2260E-02,2.366E-02
-8.2240E-02,2.366E-02
-8.2220E-02,2.366E-02
-8.2200E-02,2.366E-02
-8.2180E-02,2.406E-02
-8.2160E-02,2.366E-02
-8.2140E-02,2.366E-02
-8.2120E-02,2.406E-02
-8.2100E-02,2.366E-02
-8.2080E-02,2.366E-02
-8.2060E-02,2.366E-02
-8.2040E-02,2.366E-02
-8.2020E-02,2.366E-02
-8.2000E-02,2.366E-02
-8.1980E-02,2.366E-02
-8.1960E-02,2.366E-02
-8.1940E-02,2.406E-02
-8.1920E-02,2.366E-02
-8.1900E-02,2.366E-02
-8.1880E-02,2.366E-02
-8.1860E-02,2.366E-02
-8.1840E-02,2.366E-02
-8.1820E-02,2.406E-02
-8.1800E-02,2.366E-02
-8.1780E-02,2.366E-02
-8.1760E-02,2.366E-02
-8.1740E-02,2.366E-02
-8.1720E-02,2.366E-02
-8.1700E-02,2.366E-02
-8.1680E-02,2.326E-02
-8.1660E-02,2.366E-02
-8.1640E-02,2.406E-02
-8.1620E-02,2.366E-02
-8.1600E-02,2.406E-02
-8.1580E-02,2.366E-02
-8.1560E-02,2.366E-02
-8.1540E-02,2.366E-02
-8.1520E-02,2.366E-02
-8.1500E-02,2.406E-02
-8.1480E-02,2.366E-02
-8.1460E-02,2.366E-02
-8.1440E-02,2.366E-02
-8.1420E-02,2.366E-02
-8.1400E-02,2.366E-02
-8.1380E-02,2.406E-02
-8.1360E-02,2.366E-02
-8.1340E-02,2.406E-02
-8.1320E-02,2.366E-02
-8.1300E-02,2.366E-02
-8.1280E-02,2.366E-02
-8.1260E-02,2.366E-02
-8.1240E-02,2.366E-02
-8.1220E-02,2.366E-02
-8.1200E-02,2.366E-02
-8.1180E-02,2.366E-02
-8.1160E-02,2.366E-02
-8.1140E-02,2.366E-02
-8.1120E-02,2.366E-02
-8.1100E-02,2.366E-02
-8.1080E-02,2.366E-02
-8.1060E-02,2.366E-02
-8.1040E-02,2.366E-02
-8.1020E-02,2.366E-02
-8.1000E-02,2.366E-02
-8.0980E-02,2.366E-02
-8.0960E-02,2.366E-02
-8.0940E-02,2.366E-02
-8.0920E-02,2.366E-02
-8.0900E-02,2.406E-02
-8.0880E-02,2.366E-02
-8.0860E-02,2.366E-02
-8.0840E-02,2.406E-02
-8.0820E-02,2.406E-02
-8.0800E-02,2.366E-02
-8.0780E-02,2.366E-02
-8.0760E-02,2.366E-02
-8.0740E-02,2.366E-02
-8.0720E-02,2.366E-02
-8.0700E-02,2.366E-02
-8.0680E-02,2.366E-02
-8.0660E-02,2.366E-02
-8.0640E-02,2.366E-02
-8.0620E-02,2.366E-02
-8.0600E-02,2.366E-02
-8.0580E-02,2.366E-02
-8.0560E-02,2.366E-02
-8.0540E-02,2.366E-02
-8.0520E-02,2.366E-02
-8.0500E-02,2.366E-02
-8.0480E-02,2.326E-02
-8.0460E-02,2.366E-02
-8.0440E-02,2.366E-02
-8.0420E-02,2.366E-02
-8.0400E-02,2.366E-02
-8.0380E-02,2.366E-02
-8.0360E-02,2.366E-02
-8.0340E-02,2.366E-02
-8.0320E-02,2.406E-02
-8.0300E-02,2.366E-02
-8.0280E-02,2.366E-02
-8.0260E-02,2.366E-02
-8.0240E-02,2.366E-02
-8.0220E-02,2.406E-02
-8.0200E-02,2.366E-02
-8.0180E-02,2.406E-02
-8.0160E-02,2.366E-02
-8.0140E-02,2.366E-02
-8.0120E-02,2.366E-02
-8.0100E-02,2.366E-02
-8.0080E-02,2.366E-02
-8.0060E-02,2.366E-02
-8.0040E-02,2.406E-02
-8.0020E-02,2.366E-02
-8.0000E-02,2.366E-02
-7.9980E-02,2.366E-02
-7.9960E-02,2.406E-02
-7.9940E-02,2.366E-02
-7.9920E-02,2.406E-02
-7.9900E-02,2.406E-02
-7.9880E-02,2.366E-02
-7.9860E-02,2.406E-02
-7.9840E-02,2.366E-02
-7.9820E-02,2.366E-02
-7.9800E-02,2.366E-02
-7.9780E-02,2.366E-02
-7.9760E-02,2.366E-02
-7.9740E-02,2.366E-02
