# SCAN started at: 2018-05-22 15:52:29
# Elen_Scan Mass: 40.6 Resolution: 30
# ----------------------------------------
# 
18.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2
18.12	1	0	4	0	2	0	0	2	4	0	0	4	0	4	0	0	0	0	0	0	0
18.14	0.9	2	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	4	2
18.16	0.5	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0
18.18	1.4	0	2	0	0	2	2	0	0	10	0	0	0	0	8	2	0	0	2	0	0
18.2	1.5	2	0	0	0	10	4	6	0	2	0	0	4	0	0	0	0	2	0	0	0
18.22	0.5	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4
18.24	0.6	0	2	4	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0
18.26	0.6	0	0	0	0	2	0	0	4	0	0	2	0	2	0	0	2	0	0	0	0
18.28	0.9	0	0	2	2	0	0	0	0	4	2	0	0	0	0	2	0	2	4	0	0
18.3	1	2	0	4	0	2	0	0	2	2	0	0	2	0	0	0	2	2	0	2	0
18.32	1.4	4	6	2	0	0	0	0	4	0	4	0	0	2	0	2	0	0	0	0	4
18.34	1.4	0	6	2	0	4	0	0	0	0	0	0	4	0	6	0	0	0	2	4	0
18.36	1	0	2	0	0	0	0	0	0	2	6	0	4	0	0	0	2	0	0	0	4
18.38	0.7	0	0	0	0	0	2	4	0	0	0	0	8	0	0	0	0	0	0	0	0
18.4	0.6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	0
18.42	1.2	2	4	0	2	0	0	2	2	2	0	0	4	0	4	0	0	0	0	2	0
18.44	0.3	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
18.46	0.9	0	4	0	0	2	0	0	0	4	2	2	0	0	4	0	0	0	0	0	0
18.48	0.6	0	0	0	2	0	0	0	0	4	0	2	2	2	0	0	0	0	0	0	0
18.5	1.2	0	0	0	0	2	2	0	0	0	4	4	0	0	0	0	0	8	0	2	2
18.52	1.5	0	2	2	0	0	0	10	0	2	0	0	0	2	0	2	2	0	0	2	6
18.54	1.1	0	0	4	0	0	0	0	0	2	0	0	0	2	0	2	2	10	0	0	0
18.56	1.1	0	2	0	0	0	0	0	2	0	2	10	0	0	0	0	0	0	0	4	2
18.58	0.9	0	4	0	2	4	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0
18.6	1.3	0	2	2	0	4	0	2	0	4	0	2	2	2	0	0	0	0	0	4	2
18.62	1	0	0	8	0	0	2	0	2	0	0	0	0	2	0	2	0	2	0	0	2
18.64	0.9	2	4	0	0	4	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0
18.66	1.3	0	0	0	0	4	0	2	2	0	4	4	0	0	0	2	2	0	4	0	2
18.68	1	0	0	0	4	4	0	0	2	0	2	4	0	0	0	0	0	0	0	4	0
18.7	0.6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	4	0	2	0
18.72	1	0	6	0	2	2	2	0	0	0	4	0	2	0	0	0	0	0	0	2	0
18.74	1.4	0	0	0	8	0	0	0	0	2	0	0	2	0	4	2	0	6	0	2	2
18.76	1	0	0	0	0	0	4	0	2	0	0	2	8	0	0	0	0	2	0	0	2
18.78	0.8	2	0	0	0	2	0	0	2	0	2	0	2	0	0	0	2	0	0	0	4
18.8	1	0	0	0	0	2	4	0	2	0	2	2	0	0	6	2	0	0	0	0	0
18.82	0.7	0	2	0	0	0	0	4	0	4	0	0	0	0	0	0	2	0	0	0	2
18.84	0.7	2	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2	0	4	0
18.86	0.6	0	4	0	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0
18.88	0.6	2	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	2
18.9	0.8	0	4	0	0	0	0	0	0	4	0	0	2	0	2	0	0	0	0	4	0
18.92	1.4	2	4	0	0	0	0	0	0	0	4	4	0	0	0	2	2	0	4	0	6
18.94	1	0	0	0	0	2	0	4	0	2	0	2	0	6	0	0	0	0	4	0	0
18.96	1.2	8	0	0	2	0	2	2	0	0	0	4	0	2	2	0	0	2	0	0	0
18.98	1	0	4	0	0	0	0	2	0	2	2	0	2	4	2	0	2	0	0	0	0
19	0.9	0	0	6	0	2	0	0	2	0	0	2	0	0	2	0	4	0	0	0	0
19.02	1.1	0	0	0	2	2	2	2	2	0	0	2	4	4	0	0	0	0	0	2	0
19.04	2.2	2	4	2	2	4	6	4	0	4	2	0	0	0	6	2	2	2	0	2	0
19.06	0.8	4	0	0	0	0	0	0	2	0	2	2	0	0	2	2	0	0	0	2	0
19.08	1.5	0	4	0	2	0	2	4	0	4	4	2	2	0	2	0	2	0	2	0	0
19.1	0.9	0	0	0	0	0	2	0	2	0	0	2	0	4	0	0	0	2	0	2	4
19.12	1.1	4	0	2	0	4	0	0	0	0	2	0	0	2	2	0	0	0	0	6	0
19.14	0.9	4	2	0	0	2	0	0	0	2	2	0	0	2	2	0	2	0	0	0	0
19.16	0.5	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
19.18	0.9	0	0	0	6	4	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2
19.2	0.9	2	0	4	0	0	2	0	2	0	0	0	2	0	2	0	2	0	0	2	0
19.22	0.9	0	0	2	0	0	4	0	2	0	0	0	0	2	0	0	4	4	0	0	0
19.24	0.8	2	0	2	2	0	0	2	0	2	4	0	0	0	2	0	0	0	0	0	0
19.26	1.2	0	0	0	2	0	2	4	2	0	2	0	0	2	0	4	0	0	2	2	2
19.28	1	0	0	0	2	0	0	0	4	0	0	0	0	0	6	4	2	0	0	2	0
19.3	1.1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	2	4	0	0	8	0
19.32	0.5	0	0	2	0	0	0	0	0	2	0	2	0	0	0	2	0	0	2	0	0
19.34	1.5	0	2	0	0	0	2	6	0	2	0	0	0	2	0	4	4	0	6	0	2
19.36	1.2	8	0	0	0	2	0	0	0	4	0	2	2	4	0	2	0	0	0	0	0
19.38	1	2	0	0	0	0	0	4	0	6	0	0	0	0	2	2	0	0	0	2	2
19.4	1.4	4	0	0	4	4	0	2	4	0	0	0	0	0	2	2	0	0	2	4	0
19.42	0.7	0	0	0	0	2	0	0	0	0	0	2	2	2	2	0	0	0	4	0	0
19.44	0.7	0	0	0	0	0	0	4	0	0	0	0	2	0	4	0	0	2	2	0	0
19.46	0.8	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	2	2
19.48	0.8	0	0	0	0	6	0	0	2	0	0	2	2	0	0	0	0	0	2	0	2
19.5	0.8	0	0	4	2	2	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0
19.52	1.6	2	0	0	4	2	0	10	2	0	6	0	0	0	4	2	0	0	0	0	0
19.54	1.6	0	4	4	0	2	0	4	0	4	0	2	0	4	0	2	0	2	0	4	0
19.56	0.8	2	2	2	0	0	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0
19.58	1.2	4	2	4	0	2	0	0	2	0	4	4	0	2	0	0	0	0	0	0	0
19.6	0.9	0	0	2	2	0	2	0	2	0	0	0	2	0	0	0	0	0	0	2	6
19.62	0.7	6	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
19.64	1.1	0	0	0	4	0	4	4	4	0	0	4	0	0	0	0	2	0	0	0	0
19.66	1.9	8	2	2	0	0	0	2	0	0	2	2	4	0	4	2	0	0	4	2	4
19.68	1.9	0	6	0	0	0	0	4	0	6	0	0	0	0	2	6	6	4	0	0	4
19.7	1.3	0	0	2	0	2	2	0	0	2	0	6	0	2	0	0	2	2	0	0	6
19.72	1.4	4	2	2	0	0	4	0	2	0	2	2	2	0	2	0	2	0	0	4	0
19.74	1.2	4	0	4	0	0	0	0	0	0	0	2	0	2	2	4	0	0	4	2	0
19.76	1.2	2	0	0	0	0	0	2	0	0	0	6	2	2	0	2	0	2	0	2	4
19.78	1.9	2	0	4	2	0	0	0	6	2	0	4	0	2	2	0	2	6	6	0	0
19.8	0.9	2	0	2	0	0	2	2	0	2	2	4	0	0	0	0	2	0	0	0	0
19.82	1.5	0	0	0	0	4	0	0	0	2	2	4	2	0	2	0	0	6	4	0	4
19.84	1.9	2	2	4	0	0	0	0	10	4	10	0	2	0	0	0	0	0	2	2	0
19.86	0.7	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	4	0	2	2	0
19.88	2	4	4	0	0	0	0	0	4	2	8	0	0	2	4	2	4	4	2	0	0
19.9	1.2	0	0	0	4	2	4	2	0	4	0	2	0	0	0	2	0	0	0	2	2
19.92	0.6	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	0	4	0
19.94	1.5	0	2	0	4	2	4	4	0	4	2	0	0	2	0	0	0	2	4	0	0
19.96	1.5	2	2	2	4	8	0	0	2	0	4	0	4	0	0	0	0	0	2	0	0
19.98	2.1	2	0	0	0	0	0	8	4	4	4	2	6	0	6	2	2	2	0	0	0
20	1	2	0	6	0	2	0	0	0	2	0	0	0	2	0	2	0	4	0	0	0
20.02	1	0	0	0	4	2	4	2	0	2	0	0	0	2	0	2	0	0	0	2	0
20.04	2.4	0	6	6	0	4	0	0	0	2	2	0	0	2	6	0	0	6	8	4	2
20.06	2.7	2	8	0	0	8	4	0	2	2	2	6	2	4	0	4	0	2	2	2	4
20.08	1.7	0	0	0	0	0	4	6	2	0	2	0	0	2	2	2	6	0	4	2	2
20.1	1	0	2	2	0	2	0	0	0	0	0	2	4	2	2	0	2	0	0	0	2
20.12	1.8	0	4	8	2	2	0	0	4	4	0	0	0	0	6	0	2	0	0	4	0
20.14	2.7	6	0	10	2	2	4	2	0	2	4	0	4	4	2	6	4	2	0	0	0
20.16	1.6	0	0	0	0	0	0	0	6	0	0	2	0	4	4	0	4	0	0	8	4
