# SCAN started at: 2018-05-22 11:48:19
# Mass_Scan Elen: _70
# ----------------------------------------
# 
25	1	1
25.1	2	2
25.2	2	2
25.3	3	3
25.4	2	2
25.5	2	2
25.6	4	4
25.7	4	4
25.8	4	4
25.9	3	3
26	10	10
26.1	15	15
26.2	15	15
26.3	20	20
26.4	13	13
26.5	20	20
26.6	20	20
26.7	24	24
26.8	21	21
26.9	24	24
27	31	31
27.1	22	22
27.2	22	22
27.3	47	47
27.4	54	54
27.5	88	88
27.6	54	54
27.7	37	37
27.8	49	49
27.9	47	47
28	43	43
28.1	74	74
28.2	56	56
28.3	76	76
28.4	93	93
28.5	117	117
28.6	150	150
28.7	120	120
28.8	66	66
28.9	48	48
29	28	28
29.1	18	18
29.2	20	20
29.3	20	20
29.4	27	27
29.5	24	24
29.6	31	31
29.7	23	23
29.8	33	33
29.9	19	19
30	7	7
30.1	5	5
30.2	4	4
30.3	6	6
30.4	3	3
30.5	6	6
30.6	10	10
30.7	2	2
30.8	6	6
30.9	10	10
31	6	6
31.1	7	7
31.2	5	5
31.3	7	7
31.4	6	6
31.5	11	11
31.6	17	17
31.7	24	24
31.8	31	31
31.9	29	29
32	21	21
32.1	21	21
32.2	23	23
32.3	31	31
32.4	41	41
32.5	40	40
32.6	27	27
32.7	18	18
32.8	19	19
32.9	7	7
33	7	7
33.1	3	3
33.2	4	4
33.3	4	4
33.4	1	1
33.5	2	2
33.6	0	0
33.7	0	0
33.8	0	0
33.9	0	0
34	0	0
34.1	0	0
34.2	1	1
34.3	0	0
34.4	3	3
34.5	2	2
34.6	0	0
34.7	0	0
34.8	0	0
34.9	0	0
35	2	2
35.1	2	2
35.2	0	0
35.3	0	0
35.4	1	1
35.5	0	0
35.6	0	0
35.7	1	1
35.8	1	1
35.9	1	1
36	0	0
36.1	2	2
36.2	0	0
36.3	3	3
36.4	0	0
36.5	1	1
36.6	0	0
36.7	1	1
36.8	0	0
36.9	0	0
37	0	0
37.1	1	1
37.2	1	1
37.3	2	2
37.4	2	2
37.5	0	0
37.6	2	2
37.7	1	1
37.8	4	4
37.9	0	0
38	1	1
38.1	2	2
38.2	2	2
38.3	1	1
38.4	0	0
38.5	4	4
38.6	1	1
38.7	4	4
38.8	1	1
38.9	4	4
39	4	4
39.1	1	1
39.2	6	6
39.3	5	5
39.4	6	6
39.5	5	5
39.6	7	7
39.7	5	5
39.8	5	5
39.9	4	4
40	1	1
40.1	6	6
40.2	4	4
40.3	2	2
40.4	4	4
40.5	7	7
40.6	6	6
40.7	7	7
40.8	7	7
40.9	6	6
41	9	9
41.1	8	8
41.2	8	8
41.3	4	4
41.4	4	4
41.5	14	14
41.6	17	17
41.7	13	13
41.8	13	13
41.9	9	9
42	5	5
42.1	2	2
42.2	5	5
42.3	1	1
42.4	3	3
42.5	7	7
42.6	14	14
42.7	6	6
42.8	11	11
42.9	3	3
43	10	10
43.1	5	5
43.2	2	2
43.3	11	11
43.4	6	6
43.5	12	12
43.6	18	18
43.7	9	9
43.8	3	3
43.9	6	6
44	2	2
44.1	1	1
44.2	2	2
44.3	7	7
44.4	2	2
44.5	7	7
44.6	5	5
44.7	5	5
44.8	0	0
44.9	2	2
45	1	1
45.1	0	0
45.2	1	1
45.3	2	2
45.4	0	0
45.5	0	0
45.6	0	0
45.7	2	2
45.8	2	2
45.9	0	0
46	0	0
46.1	0	0
46.2	1	1
46.3	2	2
46.4	0	0
46.5	0	0
46.6	1	1
46.7	0	0
46.8	0	0
46.9	0	0
47	0	0
47.1	0	0
47.2	0	0
47.3	0	0
47.4	0	0
47.5	1	1
47.6	0	0
47.7	1	1
47.8	2	2
47.9	0	0
48	1	1
48.1	3	3
48.2	1	1
48.3	0	0
48.4	0	0
48.5	1	1
48.6	1	1
48.7	1	1
48.8	0	0
48.9	1	1
49	0	0
49.1	1	1
49.2	0	0
49.3	0	0
49.4	0	0
49.5	0	0
49.6	0	0
49.7	0	0
49.8	0	0
49.9	0	0
50	0	0
50.1	0	0
50.2	0	0
50.3	0	0
50.4	1	1
50.5	2	2
50.6	3	3
50.7	0	0
50.8	0	0
50.9	1	1
51	1	1
51.1	0	0
51.2	0	0
51.3	1	1
51.4	0	0
51.5	0	0
51.6	1	1
51.7	0	0
51.8	0	0
51.9	0	0
52	0	0
52.1	0	0
52.2	0	0
52.3	1	1
52.4	0	0
52.5	2	2
52.6	0	0
52.7	0	0
52.8	1	1
52.9	0	0
53	0	0
53.1	1	1
53.2	2	2
53.3	0	0
53.4	0	0
53.5	0	0
53.6	0	0
53.7	1	1
53.8	3	3
53.9	0	0
54	1	1
54.1	0	0
54.2	1	1
54.3	0	0
54.4	0	0
54.5	1	1
54.6	3	3
54.7	1	1
54.8	3	3
54.9	0	0
55	1	1
55.1	2	2
55.2	2	2
55.3	1	1
55.4	5	5
55.5	2	2
55.6	3	3
55.7	4	4
55.8	7	7
55.9	3	3
56	2	2
56.1	1	1
56.2	2	2
56.3	1	1
56.4	0	0
56.5	2	2
56.6	2	2
56.7	2	2
56.8	2	2
56.9	1	1
57	6	6
57.1	0	0
57.2	1	1
57.3	0	0
57.4	1	1
57.5	12	12
57.6	8	8
57.7	5	5
57.8	5	5
57.9	2	2
58	2	2
58.1	2	2
58.2	2	2
58.3	1	1
58.4	0	0
58.5	1	1
58.6	0	0
58.7	0	0
58.8	0	0
58.9	0	0
59	0	0
59.1	1	1
59.2	1	1
59.3	0	0
59.4	0	0
59.5	3	3
59.6	1	1
59.7	0	0
59.8	2	2
59.9	1	1
60	0	0
60.1	0	0
60.2	0	0
60.3	0	0
60.4	1	1
60.5	1	1
60.6	2	2
60.7	0	0
60.8	1	1
60.9	2	2
61	0	0
61.1	0	0
