# SCAN started at: 2018-04-18 11:33:46
# Mass_Scan Elen: _70
# ----------------------------------------
# 
25	0	0
25.1	0	0
25.2	0	0
25.3	0	0
25.4	0	0
25.5	0	0
25.6	0	0
25.7	0	0
25.8	2	2
25.9	3	3
26	6	6
26.1	1	1
26.2	1	1
26.3	2	2
26.4	2	2
26.5	3	3
26.6	2	2
26.7	2	2
26.8	7	7
26.9	19	19
27	22	22
27.1	18	18
27.2	36	36
27.3	31	31
27.4	23	23
27.5	27	27
27.6	34	34
27.7	34	34
27.8	101	101
27.9	124	124
28	188	188
28.1	243	243
28.2	239	239
28.3	235	235
28.4	181	181
28.5	181	181
28.6	151	151
28.7	110	110
28.8	107	107
28.9	82	82
29	38	38
29.1	45	45
29.2	55	55
29.3	46	46
29.4	45	45
29.5	39	39
29.6	40	40
29.7	25	25
29.8	26	26
29.9	11	11
30	9	9
30.1	4	4
30.2	8	8
30.3	7	7
30.4	2	2
30.5	7	7
30.6	7	7
30.7	4	4
30.8	4	4
30.9	0	0
31	1	1
31.1	1	1
31.2	1	1
31.3	0	0
31.4	0	0
31.5	3	3
31.6	4	4
31.7	5	5
31.8	21	21
31.9	74	74
32	91	91
32.1	110	110
32.2	79	79
32.3	127	127
32.4	66	66
32.5	90	90
32.6	62	62
32.7	62	62
32.8	43	43
32.9	16	16
33	1	1
33.1	0	0
33.2	0	0
33.3	0	0
33.4	0	0
33.5	0	0
33.6	0	0
33.7	0	0
33.8	0	0
33.9	0	0
34	0	0
34.1	0	0
34.2	2	2
34.3	0	0
34.4	0	0
34.5	1	1
34.6	0	0
34.7	0	0
34.8	2	2
34.9	0	0
35	0	0
35.1	0	0
35.2	0	0
35.3	0	0
35.4	0	0
35.5	0	0
35.6	0	0
35.7	0	0
35.8	0	0
35.9	2	2
36	2	2
36.1	4	4
36.2	2	2
36.3	2	2
36.4	3	3
36.5	1	1
36.6	2	2
36.7	3	3
36.8	0	0
36.9	1	1
37	0	0
37.1	0	0
37.2	0	0
37.3	0	0
37.4	0	0
37.5	0	0
37.6	0	0
37.7	2	2
37.8	0	0
37.9	0	0
38	0	0
38.1	2	2
38.2	0	0
38.3	1	1
38.4	0	0
38.5	1	1
