[],CH1[]
-1.1998E-02,-2.6203863442E+00
-1.1996E-02,-2.6203863442E+00
-1.1994E-02,-2.6203863442E+00
-1.1992E-02,-2.6203863442E+00
-1.1990E-02,-2.6203863442E+00
-1.1988E-02,-2.6203863442E+00
-1.1986E-02,-2.6203863442E+00
-1.1984E-02,-2.6203863442E+00
-1.1982E-02,-2.6203863442E+00
-1.1980E-02,-2.6203863442E+00
-1.1978E-02,-2.6203863442E+00
-1.1976E-02,-2.6203863442E+00
-1.1974E-02,-2.6203863442E+00
-1.1972E-02,-2.6203863442E+00
-1.1970E-02,-2.6203863442E+00
-1.1968E-02,-2.6203863442E+00
-1.1966E-02,-2.6203863442E+00
-1.1964E-02,-2.6203863442E+00
-1.1962E-02,-2.6203863442E+00
-1.1960E-02,-2.6203863442E+00
-1.1958E-02,-2.6203863442E+00
-1.1956E-02,-2.6203863442E+00
-1.1954E-02,-2.6203863442E+00
-1.1952E-02,-2.6203863442E+00
-1.1950E-02,-2.6203863442E+00
-1.1948E-02,-2.6203863442E+00
-1.1946E-02,-2.6203863442E+00
-1.1944E-02,-2.6203863442E+00
-1.1942E-02,-2.6203863442E+00
-1.1940E-02,-2.6203863442E+00
-1.1938E-02,-2.6203863442E+00
-1.1936E-02,-2.6203863442E+00
-1.1934E-02,-2.6203863442E+00
-1.1932E-02,-2.6203863442E+00
-1.1930E-02,-2.6203863442E+00
-1.1928E-02,-2.6203863442E+00
-1.1926E-02,-2.6203863442E+00
-1.1924E-02,-2.6203863442E+00
-1.1922E-02,-2.6203863442E+00
-1.1920E-02,-2.6203863442E+00
-1.1918E-02,-2.6203863442E+00
-1.1916E-02,-2.6203863442E+00
-1.1914E-02,-2.6203863442E+00
-1.1912E-02,-2.6203863442E+00
-1.1910E-02,-2.6203863442E+00
-1.1908E-02,-2.6203863442E+00
-1.1906E-02,-2.6203863442E+00
-1.1904E-02,-2.6203863442E+00
-1.1902E-02,-2.6203863442E+00
-1.1900E-02,-2.6203863442E+00
-1.1898E-02,-2.6203863442E+00
-1.1896E-02,-2.6203863442E+00
-1.1894E-02,-2.6203863442E+00
-1.1892E-02,-2.6203863442E+00
-1.1890E-02,-2.6203863442E+00
-1.1888E-02,-2.6203863442E+00
-1.1886E-02,-2.6203863442E+00
-1.1884E-02,-2.6203863442E+00
-1.1882E-02,-2.6203863442E+00
-1.1880E-02,-2.6203863442E+00
-1.1878E-02,-2.6203863442E+00
-1.1876E-02,-2.6203863442E+00
-1.1874E-02,-2.6203863442E+00
-1.1872E-02,-2.6203863442E+00
-1.1870E-02,-2.6203863442E+00
-1.1868E-02,-2.6203863442E+00
-1.1866E-02,-2.6203863442E+00
-1.1864E-02,-2.6203863442E+00
-1.1862E-02,-2.6203863442E+00
-1.1860E-02,-2.6203863442E+00
-1.1858E-02,-2.6203863442E+00
-1.1856E-02,-2.6203863442E+00
-1.1854E-02,-2.6203863442E+00
-1.1852E-02,-2.6203863442E+00
-1.1850E-02,-2.6203863442E+00
-1.1848E-02,-2.6203863442E+00
-1.1846E-02,-2.6203863442E+00
-1.1844E-02,-2.6203863442E+00
-1.1842E-02,-2.6203863442E+00
-1.1840E-02,-2.6203863442E+00
-1.1838E-02,-2.6203863442E+00
-1.1836E-02,-2.6203863442E+00
-1.1834E-02,-2.6203863442E+00
-1.1832E-02,-2.6203863442E+00
-1.1830E-02,-2.6203863442E+00
-1.1828E-02,-2.6203863442E+00
-1.1826E-02,-2.6203863442E+00
-1.1824E-02,-2.6203863442E+00
-1.1822E-02,-2.6203863442E+00
-1.1820E-02,-2.6203863442E+00
-1.1818E-02,-2.6203863442E+00
-1.1816E-02,-2.6203863442E+00
-1.1814E-02,-2.6203863442E+00
-1.1812E-02,-2.6203863442E+00
-1.1810E-02,-2.6203863442E+00
-1.1808E-02,-2.6203863442E+00
-1.1806E-02,-2.6203863442E+00
-1.1804E-02,-2.6203863442E+00
-1.1802E-02,-2.6203863442E+00
-1.1800E-02,-2.6203863442E+00
-1.1798E-02,-2.6203863442E+00
-1.1796E-02,-2.6203863442E+00
-1.1794E-02,-2.6203863442E+00
-1.1792E-02,-2.6203863442E+00
-1.1790E-02,-2.6203863442E+00
-1.1788E-02,-2.6203863442E+00
-1.1786E-02,-2.6203863442E+00
-1.1784E-02,-2.6203863442E+00
-1.1782E-02,-2.6203863442E+00
-1.1780E-02,-2.6203863442E+00
-1.1778E-02,-2.6203863442E+00
-1.1776E-02,-2.6203863442E+00
-1.1774E-02,-2.6203863442E+00
-1.1772E-02,-2.6203863442E+00
-1.1770E-02,-2.6203863442E+00
-1.1768E-02,-2.6203863442E+00
-1.1766E-02,-2.6203863442E+00
-1.1764E-02,-2.6203863442E+00
-1.1762E-02,-2.6203863442E+00
-1.1760E-02,-2.6203863442E+00
-1.1758E-02,-2.6203863442E+00
-1.1756E-02,-2.6203863442E+00
-1.1754E-02,-2.6203863442E+00
-1.1752E-02,-2.6203863442E+00
-1.1750E-02,-2.6203863442E+00
-1.1748E-02,-2.6203863442E+00
-1.1746E-02,-2.6203863442E+00
-1.1744E-02,-2.6203863442E+00
-1.1742E-02,-2.6203863442E+00
-1.1740E-02,-2.6203863442E+00
-1.1738E-02,-2.6203863442E+00
-1.1736E-02,-2.6203863442E+00
-1.1734E-02,-2.6203863442E+00
-1.1732E-02,-2.6203863442E+00
-1.1730E-02,-2.6203863442E+00
-1.1728E-02,-2.6203863442E+00
-1.1726E-02,-2.6203863442E+00
-1.1724E-02,-2.6203863442E+00
-1.1722E-02,-2.6203863442E+00
-1.1720E-02,-2.6203863442E+00
-1.1718E-02,-2.6203863442E+00
-1.1716E-02,-2.6203863442E+00
-1.1714E-02,-2.6203863442E+00
-1.1712E-02,-2.6203863442E+00
-1.1710E-02,-2.6203863442E+00
-1.1708E-02,-2.6203863442E+00
-1.1706E-02,-2.6203863442E+00
-1.1704E-02,-2.6203863442E+00
-1.1702E-02,-2.6203863442E+00
-1.1700E-02,-2.6203863442E+00
-1.1698E-02,-2.6203863442E+00
-1.1696E-02,-2.6203863442E+00
-1.1694E-02,-2.6203863442E+00
-1.1692E-02,-2.6203863442E+00
-1.1690E-02,-2.6203863442E+00
-1.1688E-02,-2.6203863442E+00
-1.1686E-02,-2.6203863442E+00
-1.1684E-02,-2.6203863442E+00
-1.1682E-02,-2.6203863442E+00
-1.1680E-02,-2.6203863442E+00
-1.1678E-02,-2.6203863442E+00
-1.1676E-02,-2.6203863442E+00
-1.1674E-02,-2.6203863442E+00
-1.1672E-02,-2.6203863442E+00
-1.1670E-02,-2.6203863442E+00
-1.1668E-02,-2.6203863442E+00
-1.1666E-02,-2.6203863442E+00
-1.1664E-02,-2.6203863442E+00
-1.1662E-02,-2.6203863442E+00
-1.1660E-02,-2.6203863442E+00
-1.1658E-02,-2.6203863442E+00
-1.1656E-02,-2.6203863442E+00
-1.1654E-02,-2.6203863442E+00
-1.1652E-02,-2.6203863442E+00
-1.1650E-02,-2.6203863442E+00
-1.1648E-02,-2.6203863442E+00
-1.1646E-02,-2.6203863442E+00
-1.1644E-02,-2.6203863442E+00
-1.1642E-02,-2.6203863442E+00
-1.1640E-02,-2.6203863442E+00
-1.1638E-02,-2.6203863442E+00
-1.1636E-02,-2.6203863442E+00
-1.1634E-02,-2.6203863442E+00
-1.1632E-02,-2.6203863442E+00
-1.1630E-02,-2.6203863442E+00
-1.1628E-02,-2.6203863442E+00
-1.1626E-02,-2.6203863442E+00
-1.1624E-02,-2.6203863442E+00
-1.1622E-02,-2.6203863442E+00
-1.1620E-02,-2.6203863442E+00
-1.1618E-02,-2.6203863442E+00
-1.1616E-02,-2.6203863442E+00
-1.1614E-02,-2.6203863442E+00
-1.1612E-02,-2.6203863442E+00
-1.1610E-02,-2.6203863442E+00
-1.1608E-02,-2.6203863442E+00
-1.1606E-02,-2.6203863442E+00
-1.1604E-02,-2.6203863442E+00
-1.1602E-02,-2.6203863442E+00
-1.1600E-02,-2.6203863442E+00
-1.1598E-02,-2.6203863442E+00
-1.1596E-02,-2.6203863442E+00
-1.1594E-02,-2.6203863442E+00
-1.1592E-02,-2.6203863442E+00
-1.1590E-02,-2.6203863442E+00
-1.1588E-02,-2.6203863442E+00
-1.1586E-02,-2.6203863442E+00
-1.1584E-02,-2.6203863442E+00
-1.1582E-02,-2.6203863442E+00
-1.1580E-02,-2.6203863442E+00
-1.1578E-02,-2.6203863442E+00
-1.1576E-02,-2.6203863442E+00
-1.1574E-02,-2.6203863442E+00
-1.1572E-02,-2.6203863442E+00
-1.1570E-02,-2.6203863442E+00
-1.1568E-02,-2.6203863442E+00
-1.1566E-02,-2.6203863442E+00
-1.1564E-02,-2.6203863442E+00
-1.1562E-02,-2.6203863442E+00
-1.1560E-02,-2.6203863442E+00
-1.1558E-02,-2.6203863442E+00
-1.1556E-02,-2.6203863442E+00
-1.1554E-02,-2.6203863442E+00
-1.1552E-02,-2.6203863442E+00
-1.1550E-02,-2.6203863442E+00
-1.1548E-02,-2.6203863442E+00
-1.1546E-02,-2.6203863442E+00
-1.1544E-02,-2.6203863442E+00
-1.1542E-02,-2.6203863442E+00
-1.1540E-02,-2.6203863442E+00
-1.1538E-02,-2.6203863442E+00
-1.1536E-02,-2.6203863442E+00
-1.1534E-02,-2.6203863442E+00
-1.1532E-02,-2.6203863442E+00
-1.1530E-02,-2.6203863442E+00
-1.1528E-02,-2.6203863442E+00
-1.1526E-02,-2.6203863442E+00
-1.1524E-02,-2.6203863442E+00
-1.1522E-02,-2.6203863442E+00
-1.1520E-02,-2.6203863442E+00
-1.1518E-02,-2.6203863442E+00
-1.1516E-02,-2.6203863442E+00
-1.1514E-02,-2.6203863442E+00
-1.1512E-02,-2.6203863442E+00
-1.1510E-02,-2.6203863442E+00
-1.1508E-02,-2.6203863442E+00
-1.1506E-02,-2.6203863442E+00
-1.1504E-02,-2.6203863442E+00
-1.1502E-02,-2.6203863442E+00
-1.1500E-02,-2.6203863442E+00
-1.1498E-02,-2.6203863442E+00
-1.1496E-02,-2.6203863442E+00
-1.1494E-02,-2.6203863442E+00
-1.1492E-02,-2.6203863442E+00
-1.1490E-02,-2.6203863442E+00
-1.1488E-02,-2.6203863442E+00
-1.1486E-02,-2.6203863442E+00
-1.1484E-02,-2.6203863442E+00
-1.1482E-02,-2.6203863442E+00
-1.1480E-02,-2.6203863442E+00
-1.1478E-02,-2.6203863442E+00
-1.1476E-02,-2.6203863442E+00
-1.1474E-02,-2.6203863442E+00
-1.1472E-02,-2.6203863442E+00
-1.1470E-02,-2.6203863442E+00
-1.1468E-02,-2.6203863442E+00
-1.1466E-02,-2.6203863442E+00
-1.1464E-02,-2.6203863442E+00
-1.1462E-02,-2.6203863442E+00
-1.1460E-02,-2.6203863442E+00
-1.1458E-02,-2.6203863442E+00
-1.1456E-02,-2.6203863442E+00
-1.1454E-02,-2.6203863442E+00
-1.1452E-02,-2.6203863442E+00
-1.1450E-02,-2.6203863442E+00
-1.1448E-02,-2.6203863442E+00
-1.1446E-02,-2.6203863442E+00
-1.1444E-02,-2.6203863442E+00
-1.1442E-02,-2.6203863442E+00
-1.1440E-02,-2.6203863442E+00
-1.1438E-02,-2.6203863442E+00
-1.1436E-02,-2.6203863442E+00
-1.1434E-02,-2.6203863442E+00
-1.1432E-02,-2.6203863442E+00
-1.1430E-02,-2.6203863442E+00
-1.1428E-02,-2.6203863442E+00
-1.1426E-02,-2.6203863442E+00
-1.1424E-02,-2.6203863442E+00
-1.1422E-02,-2.6203863442E+00
-1.1420E-02,-2.6203863442E+00
-1.1418E-02,-2.6203863442E+00
-1.1416E-02,-2.6203863442E+00
-1.1414E-02,-2.6203863442E+00
-1.1412E-02,-2.6203863442E+00
-1.1410E-02,-2.6203863442E+00
-1.1408E-02,-2.6203863442E+00
-1.1406E-02,-2.6203863442E+00
-1.1404E-02,-2.6203863442E+00
-1.1402E-02,-2.6203863442E+00
-1.1400E-02,-2.6203863442E+00
-1.1398E-02,-2.6203863442E+00
-1.1396E-02,-2.6203863442E+00
-1.1394E-02,-2.6203863442E+00
-1.1392E-02,-2.6203863442E+00
-1.1390E-02,-2.6203863442E+00
-1.1388E-02,-2.6203863442E+00
-1.1386E-02,-2.6203863442E+00
